Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
ST VINCENT'S MEDICAL CENTER SOUTHSIDE,100307,FL,READM-30-HF-HRRP,305.0,,0.9319,21.7,23.3,62.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SACRED HEART HOSPITAL ON THE GULF,100313,FL,READM-30-COPD-HRRP,,,0.961,17.9,18.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST JOSEPH'S HOSPITAL - SAVANNAH,110043,GA,READM-30-COPD-HRRP,387.0,,0.9161,17.0,18.6,60.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CLEARVIEW  REGIONAL MEDICAL CENTER,110046,GA,READM-30-HIP-KNEE-HRRP,,,1.0119,4.6,4.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HOUSTON MEDICAL CENTER,110069,GA,READM-30-COPD-HRRP,645.0,,1.1518,22.8,19.8,157.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
APPLING HOSPITAL,110071,GA,READM-30-PN-HRRP,105.0,,0.9881,16.0,16.2,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ATHENS REGIONAL MEDICAL CENTER,110074,GA,READM-30-PN-HRRP,564.0,,0.9327,15.7,16.8,84.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DEKALB MEDICAL CENTER,110076,GA,READM-30-AMI-HRRP,164.0,,1.0967,19.0,17.3,36.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DEKALB MEDICAL CENTER,110076,GA,READM-30-PN-HRRP,355.0,,1.0125,17.2,17.0,62.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GRADY MEMORIAL HOSPITAL,110079,GA,READM-30-COPD-HRRP,192.0,,0.9719,19.8,20.4,36.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,GA,READM-30-HF-HRRP,741.0,,0.9284,21.4,23.0,154.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COFFEE REGIONAL MEDICAL CENTER,110089,GA,READM-30-HIP-KNEE-HRRP,,,1.0761,5.8,5.4,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"LIFEPOINT HOSPITALS, INC",110091,GA,READM-30-COPD-HRRP,307.0,,1.0733,19.9,18.5,66.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TIFT REGIONAL MEDICAL CENTER,110095,GA,READM-30-AMI-HRRP,148.0,,1.1117,17.3,15.6,31.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COLQUITT REGIONAL MEDICAL CENTER,110105,GA,READM-30-PN-HRRP,249.0,,0.9827,15.7,16.0,38.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDICAL CENTER OF CENTRAL GEORGIA,110107,GA,READM-30-COPD-HRRP,597.0,,0.9992,21.1,21.1,126.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDICAL CENTER OF CENTRAL GEORGIA,110107,GA,READM-30-PN-HRRP,471.0,,1.0022,18.4,18.4,87.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EMANUEL MEDICAL CENTER,110109,GA,READM-30-HF-HRRP,63.0,,1.0479,21.1,20.1,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GRADY GENERAL HOSPITAL,110121,GA,READM-30-PN-HRRP,,,0.9646,13.6,14.1,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTH GEORGIA MEDICAL CENTER,110122,GA,READM-30-HF-HRRP,533.0,,0.9991,22.0,22.0,117.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FAIRVIEW PARK HOSPITAL,110125,GA,READM-30-COPD-HRRP,251.0,,0.9309,17.9,19.2,40.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LARKIN COMMUNITY HOSPITAL,100181,FL,READM-30-HIP-KNEE-HRRP,,,0.8939,5.2,5.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BRIDGEPORT HOSPITAL,70010,CT,READM-30-HIP-KNEE-HRRP,373.0,,0.9073,4.8,5.2,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BRIDGEPORT HOSPITAL,70010,CT,READM-30-PN-HRRP,474.0,,1.0527,17.2,16.4,85.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT MARYS HOSPITAL,70016,CT,READM-30-COPD-HRRP,460.0,,0.9976,21.6,21.6,99.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MIDSTATE MEDICAL CENTER,70017,CT,READM-30-AMI-HRRP,118.0,,1.0504,19.8,18.9,26.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GREENWICH HOSPITAL ASSOCIATION,70018,CT,READM-30-HIP-KNEE-HRRP,656.0,,0.6787,3.3,4.9,15.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WINDHAM COMM MEM HOSP & HATCH HOSP,70021,CT,READM-30-HIP-KNEE-HRRP,,,0.9099,3.6,3.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WILLIAM W BACKUS HOSPITAL,70024,CT,READM-30-PN-HRRP,599.0,,1.0096,17.9,17.8,108.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HARTFORD HOSPITAL,70025,CT,READM-30-COPD-HRRP,592.0,,1.0837,21.5,19.8,133.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JOHN D ARCHBOLD MEMORIAL HOSPITAL,110038,GA,READM-30-HF-HRRP,365.0,,0.8637,19.0,22.0,61.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHRIDGE MEDICAL CENTER,110040,GA,READM-30-AMI-HRRP,,,0.9912,18.2,18.4,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHRIDGE MEDICAL CENTER,110040,GA,READM-30-HF-HRRP,108.0,,1.0378,21.2,20.4,25.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WELLSTAR PAULDING HOSPITAL,110042,GA,READM-30-COPD-HRRP,141.0,,0.9795,18.7,19.1,25.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEMORIAL HOSPITAL OF TAMPA,100206,FL,READM-30-HF-HRRP,180.0,,0.9729,20.9,21.5,36.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KENDALL REGIONAL MEDICAL CENTER,100209,FL,READM-30-HF-HRRP,438.0,,1.1645,27.3,23.4,129.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OCALA REGIONAL MEDICAL CENTER,100212,FL,READM-30-HIP-KNEE-HRRP,2031.0,,0.8479,4.0,4.8,79.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OCALA REGIONAL MEDICAL CENTER,100212,FL,READM-30-PN-HRRP,661.0,,0.9988,16.8,16.8,111.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BLAKE MEDICAL CENTER,100213,FL,READM-30-HF-HRRP,764.0,,0.9867,20.9,21.2,159.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SEBASTIAN RIVER MEDICAL CENTER,100217,FL,READM-30-AMI-HRRP,124.0,,1.0866,17.5,16.1,26.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FORT WALTON BEACH MEDICAL CENTER,100223,FL,READM-30-AMI-HRRP,318.0,,1.1458,18.5,16.2,66.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ORANGE PARK MEDICAL CENTER,100226,FL,READM-30-PN-HRRP,571.0,,0.9669,18.8,19.4,105.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST SUBURBAN MEDICAL CENTER,140049,IL,READM-30-COPD-HRRP,206.0,,0.9842,19.5,19.8,39.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST SUBURBAN MEDICAL CENTER,140049,IL,READM-30-PN-HRRP,158.0,,1.089,18.0,16.5,34.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MACNEAL  HOSPITAL,140054,IL,READM-30-AMI-HRRP,205.0,,1.0098,17.3,17.1,36.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JERSEY COMMUNITY HOSPITAL,140059,IL,READM-30-COPD-HRRP,156.0,,0.9996,20.5,20.5,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT FRANCIS MEDICAL CENTER,140067,IL,READM-30-HF-HRRP,798.0,,1.0029,21.2,21.1,169.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PRESENCE SAINT FRANCIS HOSPITAL,140080,IL,READM-30-PN-HRRP,222.0,,1.0373,17.4,16.8,41.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,READM-30-PN-HRRP,114.0,,0.9698,17.6,18.1,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,IL,READM-30-AMI-HRRP,168.0,,1.1182,21.4,19.1,42.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,IL,READM-30-PN-HRRP,167.0,,1.083,20.7,19.1,40.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
THE CARLE FOUNDATION HOSPITAL,140091,IL,READM-30-HIP-KNEE-HRRP,553.0,,1.1612,5.7,4.9,34.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT ANTHONY HOSPITAL,140095,IL,READM-30-HF-HRRP,93.0,,1.0507,22.7,21.6,24.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST BERNARD HOSPITAL,140103,IL,READM-30-COPD-HRRP,153.0,,1.1437,24.3,21.2,47.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST BERNARD HOSPITAL,140103,IL,READM-30-PN-HRRP,116.0,,1.1418,22.9,20.0,36.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SWEDISH COVENANT HOSPITAL,140114,IL,READM-30-AMI-HRRP,316.0,,0.9832,17.7,18.0,55.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,140116,IL,READM-30-AMI-HRRP,439.0,,0.9146,14.7,16.1,60.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,140116,IL,READM-30-PN-HRRP,494.0,,1.0314,18.0,17.5,91.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PRESENCE RESURRECTION MEDICAL CENTER,140117,IL,READM-30-PN-HRRP,461.0,,0.9102,14.3,15.7,60.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PEKIN MEMORIAL HOSPITAL,140120,IL,READM-30-HIP-KNEE-HRRP,,,1.1045,5.5,5.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PEKIN MEMORIAL HOSPITAL,140120,IL,READM-30-PN-HRRP,355.0,,1.1811,18.6,15.8,77.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GATEWAY REGIONAL MEDICAL CENTER,140125,IL,READM-30-AMI-HRRP,123.0,,1.0353,17.2,16.6,23.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVOCATE BROMENN MEDICAL CENTER,140127,IL,READM-30-COPD-HRRP,287.0,,0.9836,19.9,20.2,56.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVOCATE BROMENN MEDICAL CENTER,140127,IL,READM-30-HF-HRRP,412.0,,0.9193,19.1,20.8,74.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GREENVILLE REGIONAL HOSPITAL,140137,IL,READM-30-HF-HRRP,82.0,,0.9168,22.1,24.2,13.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST MARGARETS HOSPITAL,140143,IL,READM-30-HF-HRRP,164.0,,0.9095,19.8,21.7,27.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
IRWIN COUNTY HOSPITAL,110130,GA,READM-30-COPD-HRRP,,,1.0108,19.1,18.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
IRWIN COUNTY HOSPITAL,110130,GA,READM-30-PN-HRRP,,,0.9704,16.0,16.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TAYLOR REGIONAL HOSPITAL,110135,GA,READM-30-HF-HRRP,,,0.9732,21.1,21.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EVANS MEMORIAL HOSPITAL,110142,GA,READM-30-HF-HRRP,,,0.9819,20.5,20.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OCONEE REGIONAL MEDICAL CENTER,110150,GA,READM-30-COPD-HRRP,153.0,,0.9116,16.5,18.1,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHSIDE HOSPITAL,110161,GA,READM-30-COPD-HRRP,104.0,,0.9645,19.8,20.5,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CHESTATEE REGIONAL HOSPITAL,110187,GA,READM-30-PN-HRRP,,,1.0003,14.8,14.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLINT RIVER COMMUNITY HOSPITAL,110190,GA,READM-30-PN-HRRP,,,1.0276,15.1,14.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PIEDMONT HENRY HOSPITAL,110191,GA,READM-30-PN-HRRP,271.0,,1.0846,17.2,15.9,52.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EASTSIDE MEDICAL CENTER,110192,GA,READM-30-HIP-KNEE-HRRP,247.0,,1.1891,5.2,4.4,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST KENDALL BAPTIST HOSPITAL,100314,FL,READM-30-PN-HRRP,143.0,,1.0838,19.2,17.7,33.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLORIDA HOSPITAL WESLEY CHAPEL,100319,FL,READM-30-COPD-HRRP,101.0,,0.9584,18.7,19.5,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UPSON REGIONAL MEDICAL CENTER,110002,GA,READM-30-HIP-KNEE-HRRP,,,1.0431,4.9,4.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",110003,GA,READM-30-COPD-HRRP,534.0,,0.9424,19.7,20.9,101.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",110003,GA,READM-30-HF-HRRP,355.0,,1.0777,26.3,24.4,98.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HUTCHESON MEDICAL CENTER,110004,GA,READM-30-COPD-HRRP,129.0,,0.9139,17.1,18.8,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHSIDE HOSPITAL FORSYTH,110005,GA,READM-30-COPD-HRRP,507.0,,1.0233,21.4,20.9,110.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST MARY'S HOSPITAL,110006,GA,READM-30-AMI-HRRP,,,0.8808,13.0,14.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHSIDE HOSPITAL CHEROKEE,110008,GA,READM-30-HF-HRRP,170.0,,0.8918,20.4,22.9,28.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST GEORGIA MEDICAL CENTER,110016,GA,READM-30-PN-HRRP,189.0,,0.9367,16.0,17.1,26.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NEWTON MEDICAL CENTER,110018,GA,READM-30-COPD-HRRP,406.0,,0.9834,19.5,19.8,78.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GORDON HOSPITAL,110023,GA,READM-30-PN-HRRP,275.0,,0.9144,15.6,17.0,37.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,110025,GA,READM-30-COPD-HRRP,453.0,,1.117,18.9,16.9,93.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,110025,GA,READM-30-HIP-KNEE-HRRP,493.0,,0.8511,4.4,5.2,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"ST MARY'S SACRED HEART HOSPITAL, INC",110027,GA,READM-30-HF-HRRP,90.0,,1.035,21.1,20.4,21.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY HOSPITAL,110028,GA,READM-30-HF-HRRP,969.0,,0.9887,21.8,22.1,211.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,GA,READM-30-AMI-HRRP,728.0,,0.8513,12.8,15.0,85.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CARTERSVILLE MEDICAL CENTER,110030,GA,READM-30-HIP-KNEE-HRRP,234.0,,1.0092,4.6,4.6,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,110034,GA,READM-30-HF-HRRP,165.0,,0.9921,21.5,21.7,35.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEMORIAL HOSPITAL,140185,IL,READM-30-COPD-HRRP,704.0,,0.8886,17.3,19.5,114.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RIVERSIDE MEDICAL CENTER,140186,IL,READM-30-AMI-HRRP,215.0,,0.9756,16.4,16.8,34.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ELMHURST MEMORIAL HOSPITAL,140200,IL,READM-30-HF-HRRP,970.0,,0.995,21.2,21.3,205.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,IL,READM-30-HF-HRRP,1585.0,,0.9323,22.0,23.6,344.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,IL,READM-30-HIP-KNEE-HRRP,960.0,,1.5995,8.4,5.2,89.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,IL,READM-30-PN-HRRP,752.0,,1.0865,20.9,19.2,163.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HARRISBURG MEDICAL CENTER,140210,IL,READM-30-PN-HRRP,353.0,,1.0869,18.3,16.8,70.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COLISEUM NORTHSIDE HOSPITAL,110201,GA,READM-30-HF-HRRP,105.0,,1.0558,21.8,20.6,26.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COLISEUM NORTHSIDE HOSPITAL,110201,GA,READM-30-PN-HRRP,103.0,,1.0068,14.1,14.1,15.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTH GEORGIA MEDICAL CENTER,110205,GA,READM-30-COPD-HRRP,68.0,,1.0403,16.8,16.1,14.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PIEDMONT FAYETTE HOSPITAL,110215,GA,READM-30-COPD-HRRP,372.0,,0.8725,16.2,18.5,51.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PIEDMONT FAYETTE HOSPITAL,110215,GA,READM-30-PN-HRRP,461.0,,0.9295,14.7,15.8,63.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EMORY JOHNS CREEK HOSPITAL,110230,GA,READM-30-HF-HRRP,315.0,,0.9828,21.9,22.3,68.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MAUI MEMORIAL MEDICAL CENTER,120002,HI,READM-30-PN-HRRP,194.0,,1.0648,16.0,15.0,35.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KAISER FOUNDATION HOSPITAL,120011,HI,READM-30-HF-HRRP,,,1.0024,20.5,20.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WILCOX MEMORIAL HOSPITAL,120014,HI,READM-30-HF-HRRP,84.0,,0.9662,17.7,18.4,13.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVENTIST GLENOAKS,140292,IL,READM-30-COPD-HRRP,94.0,,1.0065,24.0,23.8,23.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CROSSROADS COMMUNITY HOSPITAL,140294,IL,READM-30-HF-HRRP,84.0,,1.12,25.2,22.5,28.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
METHODIST HOSPITALS INC,150002,IN,READM-30-AMI-HRRP,176.0,,1.1319,20.6,18.2,43.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRANCISCAN ST MARGARET HEALTH - HAMMOND,150004,IN,READM-30-AMI-HRRP,173.0,,1.0561,20.8,19.7,39.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HENDRICKS REGIONAL HEALTH,150005,IN,READM-30-PN-HRRP,333.0,,0.9823,16.0,16.3,52.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,150006,IN,READM-30-PN-HRRP,348.0,,0.9868,16.9,17.1,58.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CLARK MEMORIAL HOSPITAL,150009,IN,READM-30-COPD-HRRP,564.0,,1.0205,19.4,19.0,111.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PARKVIEW REGIONAL MEDICAL CENTER,150021,IN,READM-30-COPD-HRRP,564.0,,0.9576,19.5,20.4,107.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
IU HEALTH GOSHEN HOSPITAL,150026,IN,READM-30-COPD-HRRP,259.0,,1.1194,19.4,17.4,58.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PORTER REGIONAL HOSPITAL,150035,IN,READM-30-HF-HRRP,692.0,,0.951,21.5,22.6,146.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HANCOCK REGIONAL HOSPITAL,150037,IN,READM-30-AMI-HRRP,,,1.0113,15.5,15.3,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HANCOCK REGIONAL HOSPITAL,150037,IN,READM-30-COPD-HRRP,195.0,,0.9904,19.3,19.5,37.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HANCOCK REGIONAL HOSPITAL,150037,IN,READM-30-HIP-KNEE-HRRP,,,0.9753,4.5,4.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,150044,IN,READM-30-COPD-HRRP,770.0,,1.0661,21.6,20.3,171.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST JOSEPH HOSPITAL,150047,IN,READM-30-PN-HRRP,,,0.9671,15.4,15.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
REID HEALTH,150048,IN,READM-30-COPD-HRRP,569.0,,0.9558,19.9,20.8,110.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,150051,IN,READM-30-COPD-HRRP,382.0,,0.9576,18.3,19.1,67.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,150051,IN,READM-30-HF-HRRP,437.0,,0.8234,16.7,20.2,62.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE,150057,IN,READM-30-COPD-HRRP,141.0,,0.9472,18.3,19.3,22.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MONROE HOSPITAL,150164,IN,READM-30-COPD-HRRP,38.0,,1.038,21.9,21.1,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MONROE HOSPITAL,150164,IN,READM-30-HF-HRRP,,,0.9259,18.9,20.4,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MONROE HOSPITAL,150164,IN,READM-30-PN-HRRP,,,0.9157,14.2,15.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PINNACLE HOSPITAL,150166,IN,READM-30-HIP-KNEE-HRRP,,,1.0473,3.9,3.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COMMUNITY HOSPITAL NORTH,150169,IN,READM-30-AMI-HRRP,,,0.9849,18.5,18.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,150173,IN,READM-30-HIP-KNEE-HRRP,,,0.9156,4.8,5.3,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST LUKE'S MAGIC VALLEY RMC,130002,ID,READM-30-AMI-HRRP,167.0,,0.9226,13.2,14.3,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST LUKE'S MAGIC VALLEY RMC,130002,ID,READM-30-COPD-HRRP,227.0,,0.9016,17.7,19.6,33.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST LUKE'S MAGIC VALLEY RMC,130002,ID,READM-30-HF-HRRP,303.0,,0.9462,20.2,21.3,58.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST LUKE'S MAGIC VALLEY RMC,130002,ID,READM-30-HIP-KNEE-HRRP,416.0,,1.0534,5.3,5.0,23.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST VALLEY MEDICAL CENTER,130014,ID,READM-30-HIP-KNEE-HRRP,,,0.9786,4.4,4.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KOOTENAI HEALTH,130049,ID,READM-30-AMI-HRRP,310.0,,0.8521,11.9,13.9,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ALTON MEMORIAL HOSPITAL,140002,IL,READM-30-PN-HRRP,386.0,,0.956,17.4,18.2,64.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,140008,IL,READM-30-PN-HRRP,252.0,,1.0874,18.4,16.9,52.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HERRIN HOSPITAL,140011,IL,READM-30-COPD-HRRP,520.0,,1.0774,22.4,20.8,122.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KATHERINE SHAW BETHEA HOSPITAL,140012,IL,READM-30-HIP-KNEE-HRRP,,,1.0062,5.6,5.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PROCTOR HOSPITAL,140013,IL,READM-30-HIP-KNEE-HRRP,722.0,,0.8691,4.4,5.0,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BLESSING HOSPITAL,140015,IL,READM-30-AMI-HRRP,373.0,,1.0213,16.9,16.5,64.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MT SINAI HOSPITAL MEDICAL CENTER,140018,IL,READM-30-PN-HRRP,115.0,,1.0256,19.4,18.9,24.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,140034,IL,READM-30-COPD-HRRP,589.0,,0.995,19.4,19.5,114.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
